priority_profile,prioridad,a816,prioridad_garantizada,a811,num_prio,num_vul,tramo
4387,1,1,0,0,8,7,80
4386,1,1,0,0,8,7,90
4385,1,1,0,0,8,7,100
4384,1,1,0,0,8,7,101
4383,1,1,0,0,8,6,0
4382,1,1,0,0,8,6,40
4381,1,1,0,0,8,6,50
4380,1,1,0,0,8,6,60
4379,1,1,0,0,8,6,70
4378,1,1,0,0,8,6,80
4377,1,1,0,0,8,6,90
4376,1,1,0,0,8,6,100
4375,1,1,0,0,8,6,101
4374,1,1,0,0,8,5,0
4373,1,1,0,0,8,5,40
4372,1,1,0,0,8,5,50
4371,1,1,0,0,8,5,60
4370,1,1,0,0,8,5,70
4369,1,1,0,0,8,5,80
4368,1,1,0,0,8,5,90
4367,1,1,0,0,8,5,100
4366,1,1,0,0,8,5,101
4365,1,1,0,0,8,4,0
4364,1,1,0,0,8,4,40
4363,1,1,0,0,8,4,50
4362,1,1,0,0,8,4,60
4361,1,1,0,0,8,4,70
4360,1,1,0,0,8,4,80
4359,1,1,0,0,8,4,90
4358,1,1,0,0,8,4,100
4357,1,1,0,0,8,4,101
4356,1,1,0,0,8,3,0
4355,1,1,0,0,8,3,40
4354,1,1,0,0,8,3,50
4353,1,1,0,0,8,3,60
4352,1,1,0,0,8,3,70
4351,1,1,0,0,8,3,80
4350,1,1,0,0,8,3,90
4349,1,1,0,0,8,3,100
4348,1,1,0,0,8,3,101
4347,1,1,0,0,8,2,0
4346,1,1,0,0,8,2,40
4345,1,1,0,0,8,2,50
4344,1,1,0,0,8,2,60
4343,1,1,0,0,8,2,70
4342,1,1,0,0,8,2,80
4341,1,1,0,0,8,2,90
4340,1,1,0,0,8,2,100
4339,1,1,0,0,8,2,101
4338,1,1,0,0,8,1,0
4337,1,1,0,0,8,1,40
4336,1,1,0,0,8,1,50
4335,1,1,0,0,8,1,60
4334,1,1,0,0,8,1,70
4333,1,1,0,0,8,1,80
4332,1,1,0,0,8,1,90
4331,1,1,0,0,8,1,100
4330,1,1,0,0,8,1,101
4329,1,1,0,0,8,0,0
4328,1,1,0,0,8,0,40
4327,1,1,0,0,8,0,50
4326,1,1,0,0,8,0,60
4325,1,1,0,0,8,0,70
4324,1,1,0,0,8,0,80
4323,1,1,0,0,8,0,90
4322,1,1,0,0,8,0,100
4321,1,1,0,0,8,0,101
4320,1,1,0,0,7,9,0
4319,1,1,0,0,7,9,40
4318,1,1,0,0,7,9,50
4317,1,1,0,0,7,9,60
4316,1,1,0,0,7,9,70
4315,1,1,0,0,7,9,80
4314,1,1,0,0,7,9,90
4313,1,1,0,0,7,9,100
4312,1,1,0,0,7,9,101
4311,1,1,0,0,7,8,0
4310,1,1,0,0,7,8,40
4309,1,1,0,0,7,8,50
4308,1,1,0,0,7,8,60
4307,1,1,0,0,7,8,70
4306,1,1,0,0,7,8,80
4305,1,1,0,0,7,8,90
4304,1,1,0,0,7,8,100
4303,1,1,0,0,7,8,101
4302,1,1,0,0,7,7,0
4301,1,1,0,0,7,7,40
4300,1,1,0,0,7,7,50
4299,1,1,0,0,7,7,60
4298,1,1,0,0,7,7,70
4297,1,1,0,0,7,7,80
4296,1,1,0,0,7,7,90
4295,1,1,0,0,7,7,100
4294,1,1,0,0,7,7,101
4293,1,1,0,0,7,6,0
4292,1,1,0,0,7,6,40
4291,1,1,0,0,7,6,50
4290,1,1,0,0,7,6,60
4289,1,1,0,0,7,6,70
4288,1,1,0,0,7,6,80
4287,1,1,0,0,7,6,90
4286,1,1,0,0,7,6,100
4285,1,1,0,0,7,6,101
4284,1,1,0,0,7,5,0
4283,1,1,0,0,7,5,40
4282,1,1,0,0,7,5,50
4281,1,1,0,0,7,5,60
4280,1,1,0,0,7,5,70
4279,1,1,0,0,7,5,80
4278,1,1,0,0,7,5,90
4277,1,1,0,0,7,5,100
4276,1,1,0,0,7,5,101
4275,1,1,0,0,7,4,0
4274,1,1,0,0,7,4,40
4273,1,1,0,0,7,4,50
4272,1,1,0,0,7,4,60
4271,1,1,0,0,7,4,70
4270,1,1,0,0,7,4,80
4269,1,1,0,0,7,4,90
4268,1,1,0,0,7,4,100
4267,1,1,0,0,7,4,101
4266,1,1,0,0,7,3,0
4265,1,1,0,0,7,3,40
4264,1,1,0,0,7,3,50
4263,1,1,0,0,7,3,60
4262,1,1,0,0,7,3,70
4261,1,1,0,0,7,3,80
4260,1,1,0,0,7,3,90
4259,1,1,0,0,7,3,100
4258,1,1,0,0,7,3,101
4257,1,1,0,0,7,2,0
4256,1,1,0,0,7,2,40
4255,1,1,0,0,7,2,50
4254,1,1,0,0,7,2,60
4253,1,1,0,0,7,2,70
4252,1,1,0,0,7,2,80
4251,1,1,0,0,7,2,90
4250,1,1,0,0,7,2,100
4249,1,1,0,0,7,2,101
4248,1,1,0,0,7,1,0
4247,1,1,0,0,7,1,40
4246,1,1,0,0,7,1,50
4245,1,1,0,0,7,1,60
4244,1,1,0,0,7,1,70
4243,1,1,0,0,7,1,80
4242,1,1,0,0,7,1,90
4241,1,1,0,0,7,1,100
4240,1,1,0,0,7,1,101
4239,1,1,0,0,7,0,0
4238,1,1,0,0,7,0,40
4237,1,1,0,0,7,0,50
4236,1,1,0,0,7,0,60
4235,1,1,0,0,7,0,70
4234,1,1,0,0,7,0,80
4233,1,1,0,0,7,0,90
4232,1,1,0,0,7,0,100
4231,1,1,0,0,7,0,101
4230,1,1,0,0,6,9,0
4229,1,1,0,0,6,9,40
4228,1,1,0,0,6,9,50
4227,1,1,0,0,6,9,60
4226,1,1,0,0,6,9,70
4225,1,1,0,0,6,9,80
4224,1,1,0,0,6,9,90
4223,1,1,0,0,6,9,100
4222,1,1,0,0,6,9,101
4221,1,1,0,0,6,8,0
4220,1,1,0,0,6,8,40
4219,1,1,0,0,6,8,50
4218,1,1,0,0,6,8,60
4217,1,1,0,0,6,8,70
4216,1,1,0,0,6,8,80
4215,1,1,0,0,6,8,90
4214,1,1,0,0,6,8,100
4213,1,1,0,0,6,8,101
4212,1,1,0,0,6,7,0
4211,1,1,0,0,6,7,40
4210,1,1,0,0,6,7,50
4209,1,1,0,0,6,7,60
4208,1,1,0,0,6,7,70
4207,1,1,0,0,6,7,80
4206,1,1,0,0,6,7,90
4205,1,1,0,0,6,7,100
4204,1,1,0,0,6,7,101
4203,1,1,0,0,6,6,0
4202,1,1,0,0,6,6,40
4201,1,1,0,0,6,6,50
4200,1,1,0,0,6,6,60
4199,1,1,0,0,6,6,70
4198,1,1,0,0,6,6,80
4197,1,1,0,0,6,6,90
4196,1,1,0,0,6,6,100
4195,1,1,0,0,6,6,101
4194,1,1,0,0,6,5,0
4193,1,1,0,0,6,5,40
4192,1,1,0,0,6,5,50
4191,1,1,0,0,6,5,60
4190,1,1,0,0,6,5,70
4189,1,1,0,0,6,5,80
4188,1,1,0,0,6,5,90
4187,1,1,0,0,6,5,100
4186,1,1,0,0,6,5,101
4185,1,1,0,0,6,4,0
4184,1,1,0,0,6,4,40
4183,1,1,0,0,6,4,50
4182,1,1,0,0,6,4,60
4181,1,1,0,0,6,4,70
4180,1,1,0,0,6,4,80
4179,1,1,0,0,6,4,90
4178,1,1,0,0,6,4,100
4177,1,1,0,0,6,4,101
4176,1,1,0,0,6,3,0
4175,1,1,0,0,6,3,40
4174,1,1,0,0,6,3,50
4173,1,1,0,0,6,3,60
4172,1,1,0,0,6,3,70
4171,1,1,0,0,6,3,80
4170,1,1,0,0,6,3,90
4169,1,1,0,0,6,3,100
4168,1,1,0,0,6,3,101
4167,1,1,0,0,6,2,0
4166,1,1,0,0,6,2,40
4165,1,1,0,0,6,2,50
4164,1,1,0,0,6,2,60
4163,1,1,0,0,6,2,70
4162,1,1,0,0,6,2,80
4161,1,1,0,0,6,2,90
4160,1,1,0,0,6,2,100
4159,1,1,0,0,6,2,101
4158,1,1,0,0,6,1,0
4157,1,1,0,0,6,1,40
4156,1,1,0,0,6,1,50
4155,1,1,0,0,6,1,60
4154,1,1,0,0,6,1,70
4153,1,1,0,0,6,1,80
4152,1,1,0,0,6,1,90
4151,1,1,0,0,6,1,100
4150,1,1,0,0,6,1,101
4149,1,1,0,0,6,0,0
4148,1,1,0,0,6,0,40
4147,1,1,0,0,6,0,50
4146,1,1,0,0,6,0,60
4145,1,1,0,0,6,0,70
4144,1,1,0,0,6,0,80
4143,1,1,0,0,6,0,90
4142,1,1,0,0,6,0,100
4141,1,1,0,0,6,0,101
4140,1,1,0,0,5,9,0
4139,1,1,0,0,5,9,40
4138,1,1,0,0,5,9,50
4137,1,1,0,0,5,9,60
4136,1,1,0,0,5,9,70
4135,1,1,0,0,5,9,80
4134,1,1,0,0,5,9,90
4133,1,1,0,0,5,9,100
4132,1,1,0,0,5,9,101
4131,1,1,0,0,5,8,0
4130,1,1,0,0,5,8,40
4129,1,1,0,0,5,8,50
4128,1,1,0,0,5,8,60
4127,1,1,0,0,5,8,70
4126,1,1,0,0,5,8,80
4125,1,1,0,0,5,8,90
4124,1,1,0,0,5,8,100
4123,1,1,0,0,5,8,101
4122,1,1,0,0,5,7,0
4121,1,1,0,0,5,7,40
4120,1,1,0,0,5,7,50
4119,1,1,0,0,5,7,60
4118,1,1,0,0,5,7,70
4117,1,1,0,0,5,7,80
4116,1,1,0,0,5,7,90
4115,1,1,0,0,5,7,100
4114,1,1,0,0,5,7,101
4113,1,1,0,0,5,6,0
4112,1,1,0,0,5,6,40
4111,1,1,0,0,5,6,50
4110,1,1,0,0,5,6,60
4109,1,1,0,0,5,6,70
4108,1,1,0,0,5,6,80
4107,1,1,0,0,5,6,90
4106,1,1,0,0,5,6,100
4105,1,1,0,0,5,6,101
4104,1,1,0,0,5,5,0
4103,1,1,0,0,5,5,40
4102,1,1,0,0,5,5,50
4101,1,1,0,0,5,5,60
4100,1,1,0,0,5,5,70
4099,1,1,0,0,5,5,80
4098,1,1,0,0,5,5,90
4097,1,1,0,0,5,5,100
4096,1,1,0,0,5,5,101
4095,1,1,0,0,5,4,0
4094,1,1,0,0,5,4,40
4093,1,1,0,0,5,4,50
4092,1,1,0,0,5,4,60
4091,1,1,0,0,5,4,70
4090,1,1,0,0,5,4,80
4089,1,1,0,0,5,4,90
4088,1,1,0,0,5,4,100
4087,1,1,0,0,5,4,101
4086,1,1,0,0,5,3,0
4085,1,1,0,0,5,3,40
4084,1,1,0,0,5,3,50
4083,1,1,0,0,5,3,60
4082,1,1,0,0,5,3,70
4081,1,1,0,0,5,3,80
4080,1,1,0,0,5,3,90
4079,1,1,0,0,5,3,100
4078,1,1,0,0,5,3,101
4077,1,1,0,0,5,2,0
4076,1,1,0,0,5,2,40
4075,1,1,0,0,5,2,50
4074,1,1,0,0,5,2,60
4073,1,1,0,0,5,2,70
4072,1,1,0,0,5,2,80
4071,1,1,0,0,5,2,90
4070,1,1,0,0,5,2,100
4069,1,1,0,0,5,2,101
4068,1,1,0,0,5,1,0
4067,1,1,0,0,5,1,40
4066,1,1,0,0,5,1,50
4065,1,1,0,0,5,1,60
4064,1,1,0,0,5,1,70
4063,1,1,0,0,5,1,80
4062,1,1,0,0,5,1,90
4061,1,1,0,0,5,1,100
4060,1,1,0,0,5,1,101
4059,1,1,0,0,5,0,0
4058,1,1,0,0,5,0,40
4057,1,1,0,0,5,0,50
4056,1,1,0,0,5,0,60
4055,1,1,0,0,5,0,70
4054,1,1,0,0,5,0,80
4053,1,1,0,0,5,0,90
4052,1,1,0,0,5,0,100
4051,1,1,0,0,5,0,101
4050,1,1,0,0,4,9,0
4049,1,1,0,0,4,9,40
4048,1,1,0,0,4,9,50
4047,1,1,0,0,4,9,60
4046,1,1,0,0,4,9,70
4045,1,1,0,0,4,9,80
4044,1,1,0,0,4,9,90
4043,1,1,0,0,4,9,100
4042,1,1,0,0,4,9,101
4041,1,1,0,0,4,8,0
4040,1,1,0,0,4,8,40
4039,1,1,0,0,4,8,50
4038,1,1,0,0,4,8,60
4037,1,1,0,0,4,8,70
4036,1,1,0,0,4,8,80
4035,1,1,0,0,4,8,90
4034,1,1,0,0,4,8,100
4033,1,1,0,0,4,8,101
4032,1,1,0,0,4,7,0
4031,1,1,0,0,4,7,40
4030,1,1,0,0,4,7,50
4029,1,1,0,0,4,7,60
4028,1,1,0,0,4,7,70
4027,1,1,0,0,4,7,80
4026,1,1,0,0,4,7,90
4025,1,1,0,0,4,7,100
4024,1,1,0,0,4,7,101
4023,1,1,0,0,4,6,0
4022,1,1,0,0,4,6,40
4021,1,1,0,0,4,6,50
4020,1,1,0,0,4,6,60
4019,1,1,0,0,4,6,70
4018,1,1,0,0,4,6,80
4017,1,1,0,0,4,6,90
4016,1,1,0,0,4,6,100
4015,1,1,0,0,4,6,101
4014,1,1,0,0,4,5,0
4013,1,1,0,0,4,5,40
4012,1,1,0,0,4,5,50
4011,1,1,0,0,4,5,60
4010,1,1,0,0,4,5,70
4009,1,1,0,0,4,5,80
4008,1,1,0,0,4,5,90
4007,1,1,0,0,4,5,100
4006,1,1,0,0,4,5,101
4005,1,1,0,0,4,4,0
4004,1,1,0,0,4,4,40
4003,1,1,0,0,4,4,50
4002,1,1,0,0,4,4,60
4001,1,1,0,0,4,4,70
4000,1,1,0,0,4,4,80
3999,1,1,0,0,4,4,90
3998,1,1,0,0,4,4,100
3997,1,1,0,0,4,4,101
3996,1,1,0,0,4,3,0
3995,1,1,0,0,4,3,40
3994,1,1,0,0,4,3,50
3993,1,1,0,0,4,3,60
3992,1,1,0,0,4,3,70
3991,1,1,0,0,4,3,80
3990,1,1,0,0,4,3,90
3989,1,1,0,0,4,3,100
3988,1,1,0,0,4,3,101
3987,1,1,0,0,4,2,0
3986,1,1,0,0,4,2,40
3985,1,1,0,0,4,2,50
3984,1,1,0,0,4,2,60
3983,1,1,0,0,4,2,70
3982,1,1,0,0,4,2,80
3981,1,1,0,0,4,2,90
3980,1,1,0,0,4,2,100
3979,1,1,0,0,4,2,101
3978,1,1,0,0,4,1,0
3977,1,1,0,0,4,1,40
3976,1,1,0,0,4,1,50
3975,1,1,0,0,4,1,60
3974,1,1,0,0,4,1,70
3973,1,1,0,0,4,1,80
3972,1,1,0,0,4,1,90
3971,1,1,0,0,4,1,100
3970,1,1,0,0,4,1,101
3969,1,1,0,0,4,0,0
3968,1,1,0,0,4,0,40
3967,1,1,0,0,4,0,50
3966,1,1,0,0,4,0,60
3965,1,1,0,0,4,0,70
3964,1,1,0,0,4,0,80
3963,1,1,0,0,4,0,90
3962,1,1,0,0,4,0,100
3961,1,1,0,0,4,0,101
3960,1,1,0,0,3,9,0
3959,1,1,0,0,3,9,40
3958,1,1,0,0,3,9,50
3957,1,1,0,0,3,9,60
3956,1,1,0,0,3,9,70
3955,1,1,0,0,3,9,80
3954,1,1,0,0,3,9,90
3953,1,1,0,0,3,9,100
3952,1,1,0,0,3,9,101
3951,1,1,0,0,3,8,0
3950,1,1,0,0,3,8,40
3949,1,1,0,0,3,8,50
3948,1,1,0,0,3,8,60
3947,1,1,0,0,3,8,70
3946,1,1,0,0,3,8,80
3945,1,1,0,0,3,8,90
3944,1,1,0,0,3,8,100
3943,1,1,0,0,3,8,101
3942,1,1,0,0,3,7,0
3941,1,1,0,0,3,7,40
3940,1,1,0,0,3,7,50
3939,1,1,0,0,3,7,60
3938,1,1,0,0,3,7,70
3937,1,1,0,0,3,7,80
3936,1,1,0,0,3,7,90
3935,1,1,0,0,3,7,100
3934,1,1,0,0,3,7,101
3933,1,1,0,0,3,6,0
3932,1,1,0,0,3,6,40
3931,1,1,0,0,3,6,50
3930,1,1,0,0,3,6,60
3929,1,1,0,0,3,6,70
3928,1,1,0,0,3,6,80
3927,1,1,0,0,3,6,90
3926,1,1,0,0,3,6,100
3925,1,1,0,0,3,6,101
3924,1,1,0,0,3,5,0
3923,1,1,0,0,3,5,40
3922,1,1,0,0,3,5,50
3921,1,1,0,0,3,5,60
3920,1,1,0,0,3,5,70
3919,1,1,0,0,3,5,80
3918,1,1,0,0,3,5,90
3917,1,1,0,0,3,5,100
3916,1,1,0,0,3,5,101
3915,1,1,0,0,3,4,0
3914,1,1,0,0,3,4,40
3913,1,1,0,0,3,4,50
3912,1,1,0,0,3,4,60
3911,1,1,0,0,3,4,70
3910,1,1,0,0,3,4,80
3909,1,1,0,0,3,4,90
3908,1,1,0,0,3,4,100
3907,1,1,0,0,3,4,101
3906,1,1,0,0,3,3,0
3905,1,1,0,0,3,3,40
3904,1,1,0,0,3,3,50
3903,1,1,0,0,3,3,60
3902,1,1,0,0,3,3,70
3901,1,1,0,0,3,3,80
3900,1,1,0,0,3,3,90
3899,1,1,0,0,3,3,100
3898,1,1,0,0,3,3,101
3897,1,1,0,0,3,2,0
3896,1,1,0,0,3,2,40
3895,1,1,0,0,3,2,50
3894,1,1,0,0,3,2,60
3893,1,1,0,0,3,2,70
3892,1,1,0,0,3,2,80
3891,1,1,0,0,3,2,90
3890,1,1,0,0,3,2,100
3889,1,1,0,0,3,2,101
3888,1,1,0,0,3,1,0
3887,1,1,0,0,3,1,40
3886,1,1,0,0,3,1,50
3885,1,1,0,0,3,1,60
3884,1,1,0,0,3,1,70
3883,1,1,0,0,3,1,80
3882,1,1,0,0,3,1,90
3881,1,1,0,0,3,1,100
3880,1,1,0,0,3,1,101
3879,1,1,0,0,3,0,0
3878,1,1,0,0,3,0,40
3877,1,1,0,0,3,0,50
3876,1,1,0,0,3,0,60
3875,1,1,0,0,3,0,70
3874,1,1,0,0,3,0,80
3873,1,1,0,0,3,0,90
3872,1,1,0,0,3,0,100
3871,1,1,0,0,3,0,101
3870,1,1,0,0,2,9,0
3869,1,1,0,0,2,9,40
3868,1,1,0,0,2,9,50
3867,1,1,0,0,2,9,60
3866,1,1,0,0,2,9,70
3865,1,1,0,0,2,9,80
3864,1,1,0,0,2,9,90
3863,1,1,0,0,2,9,100
3862,1,1,0,0,2,9,101
3861,1,1,0,0,2,8,0
3860,1,1,0,0,2,8,40
3859,1,1,0,0,2,8,50
3858,1,1,0,0,2,8,60
3857,1,1,0,0,2,8,70
3856,1,1,0,0,2,8,80
3855,1,1,0,0,2,8,90
3854,1,1,0,0,2,8,100
3853,1,1,0,0,2,8,101
3852,1,1,0,0,2,7,0
3851,1,1,0,0,2,7,40
3850,1,1,0,0,2,7,50
3849,1,1,0,0,2,7,60
3848,1,1,0,0,2,7,70
3847,1,1,0,0,2,7,80
3846,1,1,0,0,2,7,90
3845,1,1,0,0,2,7,100
3844,1,1,0,0,2,7,101
3843,1,1,0,0,2,6,0
3842,1,1,0,0,2,6,40
3841,1,1,0,0,2,6,50
3840,1,1,0,0,2,6,60
3839,1,1,0,0,2,6,70
3838,1,1,0,0,2,6,80
3837,1,1,0,0,2,6,90
3836,1,1,0,0,2,6,100
3835,1,1,0,0,2,6,101
3834,1,1,0,0,2,5,0
3833,1,1,0,0,2,5,40
3832,1,1,0,0,2,5,50
3831,1,1,0,0,2,5,60
3830,1,1,0,0,2,5,70
3829,1,1,0,0,2,5,80
3828,1,1,0,0,2,5,90
3827,1,1,0,0,2,5,100
3826,1,1,0,0,2,5,101
3825,1,1,0,0,2,4,0
3824,1,1,0,0,2,4,40
3823,1,1,0,0,2,4,50
3822,1,1,0,0,2,4,60
3821,1,1,0,0,2,4,70
3820,1,1,0,0,2,4,80
3819,1,1,0,0,2,4,90
3818,1,1,0,0,2,4,100
3817,1,1,0,0,2,4,101
3816,1,1,0,0,2,3,0
3815,1,1,0,0,2,3,40
3814,1,1,0,0,2,3,50
3813,1,1,0,0,2,3,60
3812,1,1,0,0,2,3,70
3811,1,1,0,0,2,3,80
3810,1,1,0,0,2,3,90
3809,1,1,0,0,2,3,100
3808,1,1,0,0,2,3,101
3807,1,1,0,0,2,2,0
3806,1,1,0,0,2,2,40
3805,1,1,0,0,2,2,50
3804,1,1,0,0,2,2,60
3803,1,1,0,0,2,2,70
3802,1,1,0,0,2,2,80
3801,1,1,0,0,2,2,90
3800,1,1,0,0,2,2,100
3799,1,1,0,0,2,2,101
3798,1,1,0,0,2,1,0
3797,1,1,0,0,2,1,40
3796,1,1,0,0,2,1,50
3795,1,1,0,0,2,1,60
3794,1,1,0,0,2,1,70
3793,1,1,0,0,2,1,80
3792,1,1,0,0,2,1,90
3791,1,1,0,0,2,1,100
3790,1,1,0,0,2,1,101
3789,1,1,0,0,2,0,0
3788,1,1,0,0,2,0,40
3787,1,1,0,0,2,0,50
3786,1,1,0,0,2,0,60
3785,1,1,0,0,2,0,70
3784,1,1,0,0,2,0,80
3783,1,1,0,0,2,0,90
3782,1,1,0,0,2,0,100
3781,1,1,0,0,2,0,101
3780,1,1,0,0,1,9,0
3779,1,1,0,0,1,9,40
3778,1,1,0,0,1,9,50
3777,1,1,0,0,1,9,60
3776,1,1,0,0,1,9,70
3775,1,1,0,0,1,9,80
3774,1,1,0,0,1,9,90
3773,1,1,0,0,1,9,100
3772,1,1,0,0,1,9,101
3771,1,1,0,0,1,8,0
3770,1,1,0,0,1,8,40
3769,1,1,0,0,1,8,50
3768,1,1,0,0,1,8,60
3767,1,1,0,0,1,8,70
3766,1,1,0,0,1,8,80
3765,1,1,0,0,1,8,90
3764,1,1,0,0,1,8,100
3763,1,1,0,0,1,8,101
3762,1,1,0,0,1,7,0
3761,1,1,0,0,1,7,40
3760,1,1,0,0,1,7,50
3759,1,1,0,0,1,7,60
3758,1,1,0,0,1,7,70
3757,1,1,0,0,1,7,80
3756,1,1,0,0,1,7,90
3755,1,1,0,0,1,7,100
3754,1,1,0,0,1,7,101
3753,1,1,0,0,1,6,0
3752,1,1,0,0,1,6,40
3751,1,1,0,0,1,6,50
3750,1,1,0,0,1,6,60
3749,1,1,0,0,1,6,70
3748,1,1,0,0,1,6,80
3747,1,1,0,0,1,6,90
3746,1,1,0,0,1,6,100
3745,1,1,0,0,1,6,101
3744,1,1,0,0,1,5,0
3743,1,1,0,0,1,5,40
3742,1,1,0,0,1,5,50
3741,1,1,0,0,1,5,60
3740,1,1,0,0,1,5,70
3739,1,1,0,0,1,5,80
3738,1,1,0,0,1,5,90
3737,1,1,0,0,1,5,100
3736,1,1,0,0,1,5,101
3735,1,1,0,0,1,4,0
3734,1,1,0,0,1,4,40
3733,1,1,0,0,1,4,50
3732,1,1,0,0,1,4,60
3731,1,1,0,0,1,4,70
3730,1,1,0,0,1,4,80
3729,1,1,0,0,1,4,90
3728,1,1,0,0,1,4,100
3727,1,1,0,0,1,4,101
3726,1,1,0,0,1,3,0
3725,1,1,0,0,1,3,40
3724,1,1,0,0,1,3,50
3723,1,1,0,0,1,3,60
3722,1,1,0,0,1,3,70
3721,1,1,0,0,1,3,80
3720,1,1,0,0,1,3,90
3719,1,1,0,0,1,3,100
3718,1,1,0,0,1,3,101
3717,1,1,0,0,1,2,0
3716,1,1,0,0,1,2,40
3715,1,1,0,0,1,2,50
3714,1,1,0,0,1,2,60
3713,1,1,0,0,1,2,70
3712,1,1,0,0,1,2,80
3711,1,1,0,0,1,2,90
3710,1,1,0,0,1,2,100
3709,1,1,0,0,1,2,101
3708,1,1,0,0,1,1,0
3707,1,1,0,0,1,1,40
3706,1,1,0,0,1,1,50
3705,1,1,0,0,1,1,60
3704,1,1,0,0,1,1,70
3703,1,1,0,0,1,1,80
3702,1,1,0,0,1,1,90
3701,1,1,0,0,1,1,100
3700,1,1,0,0,1,1,101
3699,1,1,0,0,1,0,0
3698,1,1,0,0,1,0,40
3697,1,1,0,0,1,0,50
3696,1,1,0,0,1,0,60
3695,1,1,0,0,1,0,70
3694,1,1,0,0,1,0,80
3693,1,1,0,0,1,0,90
3692,1,1,0,0,1,0,100
3691,1,1,0,0,1,0,101
3690,1,1,0,0,0,9,0
3689,1,1,0,0,0,9,40
3688,1,1,0,0,0,9,50
3687,1,1,0,0,0,9,60
3686,1,1,0,0,0,9,70
3685,1,1,0,0,0,9,80
3684,1,1,0,0,0,9,90
3683,1,1,0,0,0,9,100
3682,1,1,0,0,0,9,101
3681,1,1,0,0,0,8,0
3680,1,1,0,0,0,8,40
3679,1,1,0,0,0,8,50
3678,1,1,0,0,0,8,60
3677,1,1,0,0,0,8,70
3676,1,1,0,0,0,8,80
3675,1,1,0,0,0,8,90
3674,1,1,0,0,0,8,100
3673,1,1,0,0,0,8,101
3672,1,1,0,0,0,7,0
3671,1,1,0,0,0,7,40
3670,1,1,0,0,0,7,50
3669,1,1,0,0,0,7,60
3668,1,1,0,0,0,7,70
3667,1,1,0,0,0,7,80
3666,1,1,0,0,0,7,90
3665,1,1,0,0,0,7,100
3664,1,1,0,0,0,7,101
3663,1,1,0,0,0,6,0
3662,1,1,0,0,0,6,40
3661,1,1,0,0,0,6,50
3660,1,1,0,0,0,6,60
3659,1,1,0,0,0,6,70
3658,1,1,0,0,0,6,80
3657,1,1,0,0,0,6,90
3656,1,1,0,0,0,6,100
3655,1,1,0,0,0,6,101
3654,1,1,0,0,0,5,0
3653,1,1,0,0,0,5,40
3652,1,1,0,0,0,5,50
3651,1,1,0,0,0,5,60
3650,1,1,0,0,0,5,70
3649,1,1,0,0,0,5,80
3648,1,1,0,0,0,5,90
3647,1,1,0,0,0,5,100
3646,1,1,0,0,0,5,101
3645,1,1,0,0,0,4,0
3644,1,1,0,0,0,4,40
3643,1,1,0,0,0,4,50
3642,1,1,0,0,0,4,60
3641,1,1,0,0,0,4,70
3640,1,1,0,0,0,4,80
3639,1,1,0,0,0,4,90
3638,1,1,0,0,0,4,100
3637,1,1,0,0,0,4,101
3636,1,1,0,0,0,3,0
3635,1,1,0,0,0,3,40
3634,1,1,0,0,0,3,50
3633,1,1,0,0,0,3,60
3632,1,1,0,0,0,3,70
3631,1,1,0,0,0,3,80
3630,1,1,0,0,0,3,90
3629,1,1,0,0,0,3,100
3628,1,1,0,0,0,3,101
3627,1,1,0,0,0,2,0
3626,1,1,0,0,0,2,40
3625,1,1,0,0,0,2,50
3624,1,1,0,0,0,2,60
3623,1,1,0,0,0,2,70
3622,1,1,0,0,0,2,80
3621,1,1,0,0,0,2,90
3620,1,1,0,0,0,2,100
3619,1,1,0,0,0,2,101
3618,1,1,0,0,0,1,0
3617,1,1,0,0,0,1,40
3616,1,1,0,0,0,1,50
3615,1,1,0,0,0,1,60
3614,1,1,0,0,0,1,70
3613,1,1,0,0,0,1,80
3612,1,1,0,0,0,1,90
3611,1,1,0,0,0,1,100
3610,1,1,0,0,0,1,101
3609,1,1,0,0,0,0,0
3608,1,1,0,0,0,0,40
3607,1,1,0,0,0,0,50
3606,1,1,0,0,0,0,60
3605,1,1,0,0,0,0,70
3604,1,1,0,0,0,0,80
3603,1,1,0,0,0,0,90
3602,1,1,0,0,0,0,100
3601,1,1,0,0,0,0,101
3600,1,0,1,1,8,9,0
3599,1,0,1,1,8,9,40
3598,1,0,1,1,8,9,50
3597,1,0,1,1,8,9,60
3596,1,0,1,1,8,9,70
3595,1,0,1,1,8,9,80
3594,1,0,1,1,8,9,90
3593,1,0,1,1,8,9,100
3592,1,0,1,1,8,9,101
3591,1,0,1,1,8,8,0
3590,1,0,1,1,8,8,40
3589,1,0,1,1,8,8,50
3588,1,0,1,1,8,8,60
3587,1,0,1,1,8,8,70
3586,1,0,1,1,8,8,80
3585,1,0,1,1,8,8,90
3584,1,0,1,1,8,8,100
3583,1,0,1,1,8,8,101
3582,1,0,1,1,8,7,0
3581,1,0,1,1,8,7,40
3580,1,0,1,1,8,7,50
3579,1,0,1,1,8,7,60
3578,1,0,1,1,8,7,70
3577,1,0,1,1,8,7,80
3576,1,0,1,1,8,7,90
3575,1,0,1,1,8,7,100
3574,1,0,1,1,8,7,101
3573,1,0,1,1,8,6,0
3572,1,0,1,1,8,6,40
3571,1,0,1,1,8,6,50
3570,1,0,1,1,8,6,60
3569,1,0,1,1,8,6,70
3568,1,0,1,1,8,6,80
3567,1,0,1,1,8,6,90
